iter	Logloss
239	0.4563466187
240	0.4561540527
241	0.455994751
242	0.4559013367
243	0.4557504578
244	0.455603363
245	0.4554293823
246	0.4552590332
247	0.4551103516
248	0.4548222656
249	0.4546193237
250	0.4543827515
251	0.4542119446
252	0.4540165405
253	0.4538582764
254	0.453630249
255	0.4534529419
256	0.4532980957
257	0.4531098938
258	0.4528653259
259	0.4526436157
260	0.4525075378
261	0.4522528381
262	0.4520674744
263	0.4518800964
264	0.4517113953
265	0.451520874
266	0.4513861694
267	0.4511942444
268	0.4509824219
269	0.4508036804
270	0.4506017456
271	0.4504396362
272	0.4502740784
273	0.4500652466
274	0.4499005127
275	0.4496837158
276	0.4495260315
277	0.4492897949
278	0.4491372681
279	0.4489584961
280	0.4488175049
281	0.4487018127
282	0.4484785156
283	0.4482355957
284	0.4480016174
285	0.4478782349
286	0.4477133789
287	0.4475579834
288	0.4473002625
289	0.4471038208
290	0.4469260559
291	0.4467436523
292	0.4465918579
293	0.4463250732
294	0.4462047424
295	0.4460136719
296	0.4459078979
297	0.4457756958
298	0.445520874
299	0.44532901
300	0.4451803589
301	0.4450844421
302	0.4448769531
303	0.4447111206
304	0.444602417
305	0.4443677979
306	0.444265686
307	0.4441092224
308	0.4439391785
309	0.4438173828
310	0.4436268311
311	0.4433628845
312	0.4431603699
313	0.4429861145
314	0.4428342896
315	0.4426372681
316	0.4424456787
317	0.4422681274
318	0.4420379333
319	0.4418763428
320	0.4417036743
321	0.441576355
322	0.4414562683
323	0.4412555847
324	0.4410679321
325	0.4408398438
326	0.4406793823
327	0.4404358826
328	0.4402389221
329	0.4400568848
330	0.4399041748
331	0.4397093506
332	0.4395420532
333	0.4393415222
334	0.4391621399
335	0.4389104614
336	0.4387975159
337	0.4385631714
338	0.4383643494
339	0.438194519
340	0.4380681152
341	0.4378953247
342	0.437697876
343	0.4375123901
344	0.4373562012
345	0.4371387634
346	0.4369664917
347	0.4367362671
348	0.436601532
349	0.4364090576
350	0.4362164307
351	0.4360658264
352	0.4359386597
353	0.4357738647
354	0.4355388794
355	0.4353744202
356	0.4352077332
357	0.4350195923
358	0.4348892822
359	0.4347077942
360	0.4345548706
361	0.4344066162
362	0.4342797852
363	0.4341106567
364	0.4338448486
365	0.4336950684
366	0.4335182495
367	0.4333930664
368	0.4331835327
369	0.4330950623
370	0.4329094238
371	0.4327114868
372	0.4325380249
373	0.4322910461
374	0.4320962219
375	0.4317837524
376	0.4316489258
377	0.4314959717
378	0.4313400269
379	0.431188446
380	0.430985321
381	0.4308038635
382	0.4305582275
383	0.4303726807
384	0.4302006836
385	0.4300278625
386	0.4298796997
387	0.4297220459
388	0.4295360413
389	0.4292951355
390	0.4290580444
391	0.428848053
392	0.4286951294
393	0.4285649719
394	0.4283720703
395	0.4281984253
396	0.4280045166
397	0.4278311768
398	0.4275840454
399	0.4273544312
400	0.4271543579
401	0.4270115967
402	0.4268925171
403	0.4267128906
404	0.4265101318
405	0.4263007507
406	0.4261661072
407	0.426071228
408	0.4259205933
409	0.4257376404
410	0.4255915527
411	0.4254082947
412	0.4252650757
413	0.4250703735
414	0.4248770752
415	0.4247499695
416	0.4246071472
417	0.4244382324
418	0.4242192078
419	0.4240342712
420	0.423853241
421	0.4236995239
422	0.4235115051
423	0.4233721008
424	0.4231674194
425	0.4230193481
426	0.4228752136
427	0.4226905823
428	0.4224877014
429	0.4222843018
430	0.4221805115
431	0.4219530334
432	0.4218043213
433	0.4215885925
434	0.4214202881
435	0.4212332764
436	0.4211266785
437	0.4208786316
438	0.4206089783
439	0.4204724121
440	0.4202906494
441	0.4201235352
442	0.4199813538
443	0.4198304443
444	0.4196779785
445	0.4195593872
446	0.4194147339
447	0.4192396545
448	0.4190669861
449	0.4189447937
450	0.4187787476
451	0.4185982361
452	0.4184033508
453	0.4182340088
454	0.4180391235
455	0.4178872986
456	0.4177554932
457	0.4175840454
458	0.4174997559
459	0.4172655029
460	0.4170734863
461	0.4168229065
462	0.416630249
463	0.4163426208
464	0.4161932983
465	0.416004303
466	0.4158538513
467	0.415678772
468	0.4154258423
469	0.4152355347
470	0.4151100159
471	0.4148648987
472	0.4146846008
473	0.4144645996
474	0.4143184204
475	0.4140887451
476	0.413894043
477	0.4136842346
478	0.4134920349
479	0.4132889404
480	0.4130578613
481	0.412885498
482	0.4127896729
483	0.4125641479
484	0.4124101562
485	0.4122387085
486	0.4121313477
487	0.4119772339
488	0.4117459717
489	0.4116419983
490	0.4114483032
491	0.4112294617
492	0.4110809937
493	0.4108660889
494	0.4107479248
495	0.4105799561
496	0.4104848938
497	0.4103527832
498	0.4101800232
499	0.4100134277
500	0.4097995605
501	0.4095673218
502	0.4093532104
503	0.4091775513
504	0.4090264893
505	0.4088378601
506	0.4086329956
507	0.4084944153
508	0.4083122559
509	0.4081500854
510	0.4080248718
511	0.4078893433
512	0.4077462463
513	0.4075414429
514	0.4074486084
515	0.4073147583
516	0.4072127686
517	0.4069866333
518	0.4068515625
519	0.4066539917
520	0.4064517822
521	0.4062463684
522	0.4060652466
523	0.405869751
524	0.4057018433
525	0.4055327148
526	0.4053742065
527	0.4051732788
528	0.4049983215
529	0.4047894287
530	0.4046316833
531	0.4044815063
532	0.4043157349
533	0.4041478577
534	0.4039828796
535	0.4038379822
536	0.4036911316
537	0.4036033325
538	0.4035206299
539	0.4034181519
540	0.403255127
541	0.4030845337
542	0.4029636536
543	0.4028215942
544	0.4026083374
545	0.4024377747
546	0.4022752075
547	0.4021206665
548	0.4019605103
549	0.4017944336
550	0.4016689453
551	0.4014641724
552	0.4012907104
553	0.4010982361
554	0.4009207764
555	0.4007442932
556	0.4006212158
557	0.4004829712
558	0.4003161621
559	0.4001589966
560	0.4000053711
561	0.3997869263
562	0.3995914001
563	0.3994028015
564	0.3992524719
565	0.3990665894
566	0.3989608154
567	0.3987949219
568	0.398636261
569	0.3985736084
570	0.3984648132
571	0.3983132935
572	0.398140625
573	0.3979896851
574	0.3978265381
575	0.397737793
576	0.397524231
577	0.397406311
578	0.3972100525
579	0.397079834
580	0.3968817444
581	0.3968390503
582	0.3966753235
583	0.396488678
584	0.396328186
585	0.3961871948
586	0.3960232239
587	0.3958735657
588	0.3957428894
589	0.3955063782
590	0.3953538818
591	0.3951278687
592	0.3950019836
593	0.3948167419
594	0.3946481934
595	0.3945093079
596	0.3943907776
597	0.3942750549
598	0.394166687
599	0.394007019
600	0.393850647
601	0.3936809082
602	0.3935593567
603	0.3933959045
604	0.3931477966
605	0.3929692383
606	0.3927687378
607	0.3926559448
608	0.3924795837
609	0.3923569641
610	0.3922137756
611	0.392041626
612	0.3919054871
613	0.3917653809
614	0.3916057129
615	0.3914429626
616	0.3913043213
617	0.3911813965
618	0.3909726562
619	0.3907644653
620	0.3906320496
621	0.3905386047
622	0.3903978882
623	0.3902624207
624	0.3901116638
625	0.3899204102
626	0.3897276001
627	0.3895702515
628	0.3894645691
629	0.3893035278
630	0.3892012024
631	0.3889770508
632	0.3888421326
633	0.3886260681
634	0.3884576416
635	0.3883633423
636	0.3882175598
637	0.3880348511
638	0.3878289795
639	0.3877049561
640	0.387496582
641	0.3872940674
642	0.3871483765
643	0.3869263611
644	0.3867520752
645	0.3865483093
646	0.3864157715
647	0.3862485352
648	0.3860941162
649	0.3858777466
650	0.3857041626
651	0.3855544128
652	0.385396637
653	0.3852443237
654	0.3850969238
655	0.3849031372
656	0.3847848816
657	0.3845871887
658	0.3844067688
659	0.3842423706
660	0.3839856873
661	0.3838430176
662	0.3837245483
663	0.3835004578
664	0.3833563843
665	0.3832593994
666	0.3831170044
667	0.3829210205
668	0.3827672729
669	0.382605896
670	0.3824515991
671	0.3823083191
672	0.3821073303
673	0.3819927979
674	0.3818718262
675	0.3817178955
676	0.3816137085
677	0.3813614502
678	0.3811636658
679	0.3810167847
680	0.3808615112
681	0.3806717834
682	0.3805003052
683	0.3803991089
684	0.3801937256
685	0.38007547
686	0.3798921509
687	0.3797182007
688	0.3796279297
689	0.3794779053
690	0.3793327026
691	0.3791835022
692	0.3790543213
693	0.3788530884
694	0.3786973267
695	0.3785345764
696	0.3784302979
697	0.3782897339
698	0.3781190186
699	0.3780441589
700	0.377953186
701	0.3778216248
702	0.3777224731
703	0.3775527344
704	0.3773963928
705	0.3772729187
706	0.3771303711
707	0.3769599609
708	0.3768293457
709	0.3767213135
710	0.3765742798
711	0.3764598999
712	0.376296875
713	0.3761642456
714	0.3760293579
715	0.3759020386
716	0.3757666931
717	0.3755447388
718	0.3754158325
719	0.3752860107
720	0.3751736145
721	0.375049469
722	0.3749555969
723	0.3748432007
724	0.3746386108
725	0.3744179382
726	0.3742091675
727	0.374075531
728	0.3739042969
729	0.3737179565
730	0.3735631714
731	0.3734460449
732	0.3732935181
733	0.3731252441
734	0.372984375
735	0.3728640137
736	0.3727497864
737	0.3726038818
738	0.3724941101
739	0.3723638306
740	0.3722069702
741	0.3721052246
742	0.3719952087
743	0.3718253479
744	0.3717068176
745	0.3715028687
746	0.3713769836
747	0.3711528015
748	0.3710843201
749	0.3709458008
750	0.370801239
751	0.3706604614
752	0.370604248
753	0.3705085449
754	0.3703601074
755	0.3701797485
756	0.3700816956
757	0.3699543457
758	0.3698373413
759	0.3696801147
760	0.3695211182
761	0.3693490295
762	0.3691075745
763	0.3689690857
764	0.3687884216
765	0.3686296692
766	0.3684696045
767	0.3683056335
768	0.3681681824
769	0.3679865723
770	0.3678148499
771	0.3677259521
772	0.3676419373
773	0.36750177
774	0.367352356
775	0.3672064819
776	0.367057312
777	0.36692453
778	0.3667903748
779	0.3666843567
780	0.3665545044
781	0.3663895264
782	0.3663305664
783	0.3661972656
784	0.3660649719
785	0.3659006958
786	0.3657289429
787	0.3655990601
788	0.3654743652
789	0.3652888184
790	0.365104248
791	0.3649614258
792	0.364809082
793	0.3646597595
794	0.3645068665
795	0.3643718262
796	0.3642227173
797	0.3641038818
798	0.3639276733
799	0.3637907715
800	0.3636143188
801	0.3634356689
802	0.3633074036
803	0.3631327515
804	0.3629856567
805	0.3628499451
806	0.3627368774
807	0.3625970459
808	0.3624681396
809	0.3623516235
810	0.3622207031
811	0.3620045166
812	0.3617749023
813	0.3616907959
814	0.3615756531
815	0.361411438
816	0.3612840881
817	0.3611290894
818	0.3609923096
819	0.3608945923
820	0.3607667542
821	0.3606066895
822	0.3605109863
823	0.3603742065
824	0.3602480774
825	0.3601359253
826	0.360024231
827	0.3598584595
828	0.3597147217
829	0.3595383301
830	0.3594534912
831	0.3593009033
832	0.3591465454
833	0.3590470276
834	0.358806427
835	0.3586992798
836	0.3585186157
837	0.358396759
838	0.3582678223
839	0.3581669922
840	0.3580185852
841	0.3578590698
842	0.3577284546
843	0.3575892334
844	0.3573838501
845	0.3572479248
846	0.3571157837
847	0.3569390259
848	0.3567255554
849	0.3565294189
850	0.3564347229
851	0.3563466187
852	0.3561696167
853	0.3560620117
854	0.355984375
855	0.3558587036
856	0.3556832275
857	0.3554910889
858	0.3553421021
859	0.3551758423
860	0.3550986328
861	0.3549759521
862	0.3548699646
863	0.354719696
864	0.3545526428
865	0.3544363098
866	0.3542564392
867	0.3540952148
868	0.3540227051
869	0.3538674622
870	0.3537246094
871	0.3536074524
872	0.35343396
873	0.3533047485
874	0.3531624146
875	0.3529903564
876	0.3529313965
877	0.3528460083
878	0.3527224121
879	0.3525112915
880	0.3524547729
881	0.3523101196
882	0.3521942139
883	0.3521132202
884	0.3519945679
885	0.3518407593
886	0.3516539612
887	0.3515237427
888	0.3513842163
889	0.3512582397
890	0.3511408691
891	0.3510099487
892	0.3508793945
893	0.3507672119
894	0.3506005554
895	0.3504960938
896	0.3503001709
897	0.3501512451
898	0.3500322266
899	0.3498770447
900	0.3497471313
901	0.3496465149
902	0.3494961243
903	0.3494095154
904	0.3492450562
905	0.3490849304
906	0.3489129028
907	0.3487731323
908	0.3486338806
909	0.3485463562
910	0.348456543
911	0.3483971863
912	0.3482956543
913	0.3482015686
914	0.3480708618
915	0.347928833
916	0.3477861633
917	0.3476617432
918	0.3475354614
919	0.3473622437
920	0.3472055054
921	0.3470760193
922	0.3470105591
923	0.3469104614
924	0.346760498
925	0.3466079102
926	0.3464949951
927	0.3463505554
928	0.3462248535
929	0.3460837402
930	0.3459456787
931	0.3458525085
932	0.3457229614
933	0.345646759
934	0.3454567261
935	0.3453200989
936	0.3451968384
937	0.3450975647
938	0.3450223389
939	0.344902832
940	0.3447991638
941	0.3446865845
942	0.3445489502
943	0.3444205933
944	0.3442659607
945	0.3441011963
946	0.3439856262
947	0.3438873901
948	0.343802124
949	0.3436751099
950	0.3435822754
951	0.3434286804
952	0.3432862244
953	0.3431846924
954	0.3430783997
955	0.3429498291
956	0.3427688293
957	0.3425766602
958	0.3424541626
959	0.3423360596
960	0.3422199707
961	0.3421234131
962	0.3420083008
963	0.3418621826
964	0.3417669067
965	0.3416473999
966	0.3415393677
967	0.3413453369
968	0.3412056274
969	0.3411021118
970	0.3410444946
971	0.3409325867
972	0.3408180542
973	0.340715271
974	0.3405734863
975	0.3404223328
976	0.3403162842
977	0.3401876221
978	0.3401091919
979	0.339963562
980	0.3398413696
981	0.3397556458
982	0.3396627808
983	0.3395415344
984	0.339417511
985	0.3392922363
986	0.3391712036
987	0.3390684204
988	0.3389584961
989	0.3388374023
990	0.3387182617
991	0.3386329346
992	0.3384795227
993	0.3383573914
994	0.338218811
995	0.3381192322
996	0.3379928589
997	0.3377915039
998	0.3376844482
999	0.3376197815
